1	725.0	758.0	795.0	828.0	857.0	899.0	932.0	902.0	940.0	947.0	936.0	942.0	924.0	908.0	949.0	996.0	1042.0	1086.0	1140.0	1197.0	1256.0	1318.0	1353.0	0	0	1490.0	1564.0	1642.0	1721.0	1785.0	1874.0	1967.0	2065.0	2109.0	2190.0	2103.0	2000.0	2086.0	2023.0	1924.0	1829.0	1738.0	1794.0	1883.0	1815.0	1840.0	1902.0	1956.0	2052.0	2006.0	1937.0	2009.0	2100.0	2160.0	2250.0	2360.0	2470.0	2550.0	2640.0	2760.0	0	2890.0	2850.0	2790.0	2920.0	3060.0	3050.0	3140.0
1	36895.0	38739.0	40476.0	41468.0	39710.0	39731.0	37885.0	36660.0	38396.0	39371.0	39095.0	40229.0	40569.0	38654.0	39059.0	40534.0	40396.0	40669.0	42247.0	44144.0	48477.0	48599.0	48742.0	49319.0	51405.0	53975.0	56468.0	55000.0	53305.0	51087.0	53486.0	55448.0	53973.0	51541.0	0	0	47232.0	49117.0	48827.0	46644.0	44998.0	43065.0	45717.0	47270.0	46183.0	47926.0	50322.0	52793.0	54891.0	52636.0	50649.0	50971.0	51543.0	50087.0	52438.0	55059.0	57810.0	59348.0	61507.0	62404.0	60412.0	63114.0	61145.0	58648.0	61403.0	64473.0	63297.0	65429.0
1	10327.0	10840.0	11381.0	11533.0	11030.0	11068.0	10578.0	10615.0	11112.0	11166.0	11219.0	11513.0	11926.0	11386.0	11625.0	12132.0	12486.0	12638.0	12223.0	12417.0	13033.0	13413.0	13943.0	13840.0	14167.0	14859.0	15601.0	15422.0	14918.0	14286.0	14968.0	14750.0	14090.0	13424.0	13259.0	12815.0	13060.0	13701.0	14204.0	13515.0	12897.0	12433.0	12477.0	13040.0	12734.0	13065.0	13675.0	14300.0	14891.0	14543.0	14389.0	15063.0	15791.0	15919.0	15827.0	16208.0	16966.0	17795.0	18233.0	19144.0	0	20017.0	19576.0	0	0	20942.0	21673.0	22288.0
1	6898.0	6554.0	6825.0	6964.0	6641.0	6410.0	6156.0	5973.0	6258.0	6483.0	6244.0	6066.0	5922.0	5671.0	5928.0	6194.0	6126.0	6034.0	5909.0	6010.0	6266.0	6366.0	6292.0	6224.0	6349.0	6666.0	6999.0	7343.0	7704.0	8089.0	8493.0	8917.0	9362.0	0	0	8584.0	8180.0	8573.0	8986.0	8690.0	8373.0	7955.0	7627.0	7987.0	7693.0	7432.0	7677.0	7927.0	8310.0	8019.0	7689.0	7761.0	8020.0	7790.0	7850.0	8190.0	8580.0	8970.0	8680.0	8660.0	8260.0	8630.0	8760.0	8380.0	8770.0	9150.0	9400.0	9840.0
1	79514.0	83089.0	86886.0	88572.0	86801.0	85908.0	82001.0	81655.0	84967.0	82773.0	79320.0	79287.0	77016.0	74419.0	77758.0	81421.0	79559.0	79217.0	77892.0	80457.0	84401.0	84528.0	81814.0	81928.0	85112.0	88964.0	93412.0	93437.0	91796.0	89367.0	93834.0	98002.0	98097.0	93524.0	90565.0	86725.0	82752.0	86446.0	86648.0	82593.0	79249.0	79375.0	82769.0	86584.0	87168.0	85898.0	87179.0	88485.0	89655.0	86739.0	0	0	87179.0	83188.0	86494.0	89360.0	93828.0	91319.0	89387.0	90867.0	88567.0	88776.0	86127.0	84968.0	89033.0	92668.0	92889.0	96427.0
1	2593.0	2666.0	2755.0	2849.0	2858.0	2990.0	3103.0	3226.0	3370.0	3471.0	3363.0	3492.0	3513.0	3381.0	3511.0	3681.0	3810.0	3885.0	3865.0	3838.0	4010.0	4185.0	4389.0	4604.0	4834.0	5045.0	0	0	4982.0	5202.0	5422.0	5693.0	5977.0	5905.0	6136.0	5948.0	5692.0	5959.0	6236.0	5997.0	5713.0	5462.0	5364.0	5627.0	5579.0	5686.0	5942.0	6211.0	6521.0	6813.0	6868.0	7197.0	7337.0	7065.0	6945.0	7106.0	7420.0	7640.0	7980.0	8304.0	8483.0	8884.0	8715.0	8332.0	8726.0	8911.0	8517.0	8417.0
1	139258.0	133188.0	139108.0	139401.0	132670.0	132071.0	126301.0	120369.0	125733.0	131816.0	132097.0	126817.0	133157.0	138815.0	145199.0	151992.0	158549.0	160502.0	159100.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13903.0	14598.0	15327.0	15001.0	14251.0	13539.0	12863.0	12416.0	11922.0	11421.0	11722.0	11220.0	11662.0	11332.0	10895.0	11263.0	11820.0	12270.0	12430.0	12040.0	12350.0	12570.0	12140.0	11960.0	11400.0	11900.0	11850.0	11280.0	11720.0	11550.0	11100.0	11460.0
1	5277.0	5373.0	5425.0	5426.0	5364.0	5632.0	5667.0	5459.0	5491.0	5668.0	5906.0	6159.0	6147.0	5953.0	5984.0	6132.0	6401.0	6707.0	6747.0	6667.0	7000.0	7350.0	7717.0	8102.0	8507.0	0	0	9370.0	9838.0	10329.0	10845.0	11387.0	11956.0	12324.0	12895.0	12395.0	12007.0	12587.0	12353.0	11825.0	11234.0	10765.0	11172.0	11730.0	12228.0	12839.0	13480.0	14045.0	14747.0	15480.0	16187.0	16996.0	17840.0	18590.0	18420.0	18930.0	19870.0	0	0	20860.0	21900.0	22990.0	24130.0	25330.0	26590.0	27910.0	29300.0	30760.0
1	16289.0	17089.0	17920.0	18199.0	17369.0	18117.0	17502.0	16840.0	17598.0	18454.0	19376.0	20177.0	21185.0	21757.0	22844.0	23979.0	24757.0	25624.0	26707.0	0	0	0	0	0	29359.0	30822.0	32363.0	31845.0	30824.0	29405.0	30787.0	31211.0	29781.0	28292.0	25804.0	24256.0	25468.0	26741.0	28078.0	29481.0	30581.0	0	0	0	0	0	27403.0	27150.0	28471.0	27913.0	26606.0	25915.0	27130.0	26360.0	27060.0	28410.0	29830.0	31320.0	32790.0	34420.0	36140.0	37940.0	39830.0	39800.0	41470.0	0	0	0
1	751.0	787.0	826.0	859.0	856.0	896.0	906.0	885.0	913.0	915.0	902.0	904.0	894.0	877.0	919.0	964.0	1006.0	1047.0	1099.0	1153.0	1210.0	1270.0	1327.0	1393.0	0	1532.0	1608.0	1686.0	1764.0	1836.0	1927.0	2023.0	2124.0	2125.0	2185.0	2089.0	1985.0	1995.0	1933.0	1837.0	1746.0	1659.0	1714.0	1794.0	1728.0	1718.0	1754.0	1815.0	1903.0	1871.0	1818.0	1900.0	1990.0	2080.0	2180.0	2280.0	2390.0	2500.0	2620.0	0	0	0	2750.0	2860.0	3000.0	3150.0	3270.0	3360.0
